SYMBOL,P
GMNC,0.0057054
OSTN,0.00030665
UTS2B,0.00087812
CCDC50,0.0042056
PYDC2,0.018322
FGF12,0.00013889
MB21D2,0.0009178
HRASLS,0.0024074
ATP13A5,0.0010382
ATP13A4,0.0012867
OPA1,0.0028263
HES1,0.0031182
CPN2,0.00020673
LRRC15,0.00058848
GP5,0.014433
ATP13A3,0.00015729
TMEM44,0.0019145
LSG1,0.018629
FAM43A,0.003141
XXYLT1,3.9221e-06
ACAP2,0.0039509
PPP1R2,1.6854e-05
APOD,0.0010416
MUC20,6.1837e-05
MUC4,1.4315e-06
TNK2,4.1255e-06
TFRC,0.00017749
ZDHHC19,0.037576
SLC51A,0.037576
PCYT1A,0.016364
RP11-447L10.1,0.016198
TCTEX1D2,0.016198
TM4SF19,0.016198
TM4SF19,0.016198
UBXN7,0.031888
WDR53,0.0069375
FBXO45,0.0056396
NRROS,0.00060783
PIGX,3.8891e-05
CEP19,0.0010409
PAK2,0.00024316
SENP5,0.00013325
NCBP2,0.00027376
PIGZ,0.00067941
MFI2,5.8872e-05
DLG1,0.0047633
BDH1,0.0010613
KIAA0226,0.011516
FYTTD1,0.013082
LRCH3,1.1471e-05
IQCG,0.0005845
RPL35A,0.012458
LMLN,0.015182
ZNF732,0.018342
ZNF141,0.024095
ZNF721,0.002391
PIGG,0.0034284
PDE6B,0.00076153
ATP5I,0.0016852
MYL5,0.0019519
MFSD7,0.0037573
PCGF3,0.0041237
CPLX1,0.003454
GAK,0.00028675
TMEM175,0.0001094
DGKQ,8.3919e-05
SLC26A1,0.00078022
IDUA,0.00026478
FGFRL1,0.012696
RNF212,0.010859
SPON2,0.0065642
CTBP1,0.0042935
MAEA,0.00098996
UVSSA,0.0012684
CRIPAK,0.0011449
NKX1-1,0.021318
FAM53A,0.00044462
SLBP,0.0033441
TMEM129,0.0047012
TACC3,0.0024464
FGFR3,0.0049107
LETM1,0.0049107
WHSC1,0.0025847
NELFA,0.0039473
C4orf48,0.0016807
NAT8L,0.00089707
POLN,0.0012031
HAUS3,0.044692
MXD4,5.2973e-05
ZFYVE28,0.0012715
RP11-503N18.3,0.013359
RNF4,0.0077459
FAM193A,6.5017e-05
TNIP2,0.0023412
SH3BP2,0.0002042
ADD1,2.9866e-05
MFSD10,0.0002002
NOP14,0.00047752
GRK4,0.0024791
HTT,0.0027617
MSANTD1,0.00059935
RGS12,0.00046653
HGFAC,0.012768
DOK7,0.0080237
LRPAP1,0.0089051
AL590235.1,0.0089051
LINC00955,0.0038147
ADRA2C,9.577e-06
OTOP1,0.0063019
TMEM128,0.0085556
LYAR,0.00043727
ZBTB49,0.00036841
NSG1,0.0055135
STX18,0.0071115
MSX1,0.002084
CYTL1,0.00049645
STK32B,6.5534e-10
C4orf6,0.0067571
EVC2,0.0032872
EVC,0.0014722
CRMP1,0.00026771
C4orf50,0.00074571
JAKMIP1,3.8805e-07
WFS1,0.00024912
PPP2R2C,6.3554e-07
MAN2B2,0.0024904
MRFAP1,0.0040397
AC093323.1,0.0035086
S100P,0.0035086
MRFAP1L1,0.0013364
BLOC1S4,0.00045223
KIAA0232,7.7893e-06
TBC1D14,0.00013076
CCDC96,0.0003813
TADA2B,0.0003813
GRPEL1,0.00068172
SORCS2,4.0031e-10
PSAPL1,6.9234e-06
AFAP1,9.1483e-07
AC097381.1,9.6864e-05
ABLIM2,1.7308e-06
SH3TC1,2.0707e-06
HTRA3,3.1215e-06
ACOX3,0.0073319
TRMT44,0.016415
GPR78,0.00037819
CPZ,0.00037819
HMX1,0.0024853
FAM90A26,0.022283
USP17L26,0.038142
USP17L5,0.038142
USP17L27,0.038142
USP17L28,0.023946
USP17L29,0.023946
USP17L30,0.010197
RP11-1396O13.13,0.010197
DEFB131,0.0078258
SLC2A9,0.00099494
DRD5,0.0032124
WDR1,0.0031638
ZNF518B,0.00035716
CLNK,2.0049e-06
HS3ST1,0.00167
RAB28,0.028287
NKX3-2,0.022486
BOD1L1,0.0033768
CPEB2,0.00036619
C1QTNF7,1.6917e-06
CC2D2A,1.1647e-05
FBXL5,0.0016762
FAM200B,0.00053059
BST1,0.00059257
CD38,0.0019531
FGFBP1,0.0010987
FGFBP2,0.0030004
PROM1,0.00082092
TAPT1,0.00065593
LDB2,0.00012855
QDPR,0.0021574
CLRN2,0.0042438
LAP3,0.02957
MED28,0.023738
FAM184B,0.013939
DCAF16,0.0015714
NCAPG,0.00087059
LCORL,0.00068719
SLIT2,3.5669e-06
PACRGL,0.0011457
KCNIP4,0.000128
GPR125,0.00036991
PPARGC1A,0.00017043
DHX15,0.0076653
SOD3,0.0092314
CCDC149,0.00083343
LGI2,0.00093961
SEPSECS,0.0084714
PI4K2B,0.002388
ZCCHC4,0.0062483
ANAPC4,0.0016882
SLC34A2,0.00040744
SEL1L3,0.00045035
SMIM20,0.00054892
RBPJ,1.103e-05
CCKAR,0.01177
TBC1D19,0.015388
STIM2,3.379e-05
RP11-180C1.1,4.998e-05
PCDH7,0.0030356
ARAP2,0.0062664
DTHD1,0.0027907
KIAA1239,0.0050852
C4orf19,0.00016921
RELL1,4.8235e-05
PGM2,0.013287
TBC1D1,0.00059807
PTTG2,0.010587
AC021860.1,0.0435
KLF3,0.0435
TLR10,0.027007
TLR1,0.027007
TLR6,0.02531
FAM114A1,0.000788
TMEM156,0.00097723
KLHL5,0.0033812
WDR19,0.00022258
RFC1,0.0009905
KLB,0.021223
RPL9,0.026529
LIAS,0.026529
UGDH,0.026125
SMIM14,0.016501
UBE2K,0.0015734
PDS5A,0.0043014
N4BP2,0.00093464
RHOH,0.00063536
CHRNA9,1.0975e-05
RBM47,2.6828e-07
NSUN7,0.0003773
APBB2,1.5294e-05
UCHL1,0.0051069
LIMCH1,0.00026677
PHOX2B,0.002565
TMEM33,0.013553
DCAF4L1,0.012814
SLC30A9,0.014233
BEND4,0.014751
SHISA3,0.0032255
ATP8A1,0.0003114
GRXCR1,0.00033014
KCTD8,0.0003853
YIPF7,0.01523
GUF1,0.0047592
GNPDA2,0.0047592
GABRG1,0.00091563
GABRA2,0.0030472
COX7B2,0.012083
GABRA4,0.0043689
GABRB1,0.0013401
COMMD8,0.0014475
ATP10D,0.00033638
CORIN,0.00053675
NFXL1,0.0066962
NIPAL1,0.0039525
CNGA1,0.004151
TXK,0.00065746
TEC,0.00045275
SLAIN2,0.0059845
SLC10A4,0.010095
ZAR1,0.010095
FRYL,0.015679
OCIAD1,0.023223
OCIAD2,0.024564
CWH43,0.013839
DCUN1D4,0.00018004
LRRC66,0.00081786
SGCB,0.0073111
SPATA18,0.0073111
USP46,0.0027677
ERVMER34-1,0.012829
RASL11B,0.019053
SCFD2,0.00012289
FIP1L1,4.211e-05
LNX1,0.0028689
CHIC2,0.00040625
AC110792.1,0.00075139
GSX2,3.2175e-05
PDGFRA,2.92e-05
KIT,0.013307
KDR,0.0084586
SRD5A3,0.0020095
TMEM165,0.0011868
CLOCK,0.0011973
PDCL2,0.00011347
NMU,3.3107e-05
EXOC1,0.0031092
CEP135,0.0045951
KIAA1211,0.00014293
AASDH,3.1176e-05
PPAT,0.0080153
AC068620.1,0.0080153
PAICS,0.0062191
SRP72,0.0062191
ARL9,0.0043272
THEGL,0.0053575
HOPX,0.0092363
SPINK2,0.004036
REST,0.0076427
NOA1,0.015254
POLR2B,0.0029905
IGFBP7,0.0032753
LPHN3,4.8469e-06
TECRL,1.241e-06
EPHA5,0.0024371
CENPC,0.0010165
STAP1,0.0084867
UBA6,0.0081011
GNRHR,0.0029785
TMPRSS11D,0.0004212
TMPRSS11A,0.00029264
TMPRSS11F,0.0022912
TMPRSS11BNL,0.0011692
TMPRSS11B,0.0013378
YTHDC1,2.3824e-06
TMPRSS11E,0.00024656
UGT2B17,0.017599
UGT2B15,0.0091547
UGT2B10,0.022572
UGT2A3,0.0099374
UGT2B7,0.016149
UGT2B11,0.017609
UGT2B28,0.0011628
UGT2B4,0.0049052
UGT2A2,0.0075277
UGT2A1,0.007084
UGT2A1,0.0069825
SULT1B1,0.009339
SULT1E1,0.0052893
CSN1S1,0.033865
CSN2,0.033865
STATH,0.0042335
HTN3,0.00085084
HTN1,0.00085084
C4orf40,0.0033789
ODAM,0.0049703
FDCSP,0.0080608
CSN3,0.0091301
CABS1,0.0025495
SMR3A,0.003233
SMR3B,0.003878
PROL1,0.0046401
MUC7,0.0030386
AMTN,0.0023384
AMBN,0.0022704
ENAM,0.001923
IGJ,0.00026808
UTP3,0.00099599
RUFY3,0.019944
GRSF1,0.020257
MOB1B,0.013698
DCK,0.018738
SLC4A4,0.0044749
GC,1.0994e-05
NPFFR2,0.0016891
ADAMTS3,3.6616e-06
COX18,0.00011248
ANKRD17,2.4931e-05
ALB,0.003167
AFP,0.0010051
AFM,0.00047749
RASSF6,0.00017241
IL8,0.0093404
CXCL6,0.0047803
PF4V1,0.011284
CXCL1,0.0033821
PF4,0.0026212
PPBP,0.0026212
CXCL5,0.0064311
CXCL3,0.0019457
CXCL2,0.027383
MTHFD2L,0.0019772
AC093677.1,0.010605
EPGN,0.00023457
EREG,0.00013761
AREG,0.010284
AREGB,0.0037758
BTC,6.951e-05
PARM1,0.00051631
RCHY1,0.019141
THAP6,0.011253
C4orf26,0.0065497
CDKL2,0.0008037
G3BP2,0.0010903
USO1,0.0024725
PPEF2,0.0044185
NAAA,0.0091563
SDAD1,0.0061228
AC110615.1,0.0082018
CXCL9,0.0076291
ART3,0.004252
CXCL10,0.007424
CXCL11,0.004563
NUP54,0.002275
SCARB2,0.0052652
FAM47E,1.6469e-05
FAM47E-STBD1,7.2912e-07
FAM47E-STBD1,7.2912e-07
CCDC158,1.6235e-06
SHROOM3,0.00038928
SOWAHB,0.00073197
SEPT11,0.00061621
CCNI,0.0031714
CCNG2,0.00087024
CXCL13,0.011185
CNOT6L,0.0044326
MRPL1,0.028084
FRAS1,0.0017361
ANXA3,0.012857
BMP2K,0.0088172
PAQR3,0.0040718
NAA11,0.023876
GK2,0.0083988
ANTXR2,0.00019231
PRDM8,0.0010675
FGF5,0.0020399
C4orf22,0.0022215
BMP3,0.049142
PRKG2,0.027017
RASGEF1B,0.00024476
HNRNPD,0.0059762
HNRNPDL,0.0018942
ENOPH1,0.0013945
TMEM150C,0.0012581
SCD5,0.00050377
SEC31A,0.0025563
THAP9,0.04454
LIN54,0.0043046
COPS4,1.1195e-05
PLAC8,0.00356
COQ2,0.0096441
HPSE,0.0021008
HELQ,0.013033
MRPS18C,0.032433
FAM175A,0.03329
AGPAT9,0.032278
NKX6-1,0.0022418
CDS1,0.0073106
WDFY3,5.14e-05
ARHGAP24,0.00076263
MAPK10,0.0010316
PTPN13,0.0024165
SLC10A6,0.00013353
C4orf36,8.2108e-05
AFF1,0.00049767
KLHL8,0.0024137
HSD17B13,0.013744
HSD17B11,0.010185
NUDT9,0.010672
SPARCL1,0.015145
DSPP,0.0048828
DMP1,0.0059996
IBSP,0.0094019
MEPE,0.00058836
SPP1,0.0011633
PKD2,0.0026443
ABCG2,0.00034199
PPM1K,0.003103
HERC6,0.0051903
HERC5,0.0091962
PYURF,0.00628
HERC3,0.0053843
PIGY,0.00628
NAP1L5,0.0043358
FAM13A,0.0014347
TIGD2,0.03087
GPRIN3,0.0055907
SNCA,0.001335
MMRN1,5.4449e-05
CCSER1,7.9415e-08
RP11-763F8.1,0.0065879
RP11-9B6.1,0.0013651
GRID2,0.00051881
ATOH1,0.00029681
SMARCAD1,0.00022564
HPGDS,0.00021162
PDLIM5,3.8349e-05
BMPR1B,0.0012561
UNC5C,7.2789e-06
PDHA2,0.014312
STPG2,3.048e-05
RAP1GDS1,0.024458
TSPAN5,0.00054896
EIF4E,0.019216
METAP1,0.020417
ADH5,0.020035
ADH4,0.020387
ADH6,0.0065848
ADH1A,0.0065848
ADH1B,0.022295
ADH7,0.005464
C4orf17,0.0092455
TRMT10A,0.013868
MTTP,0.0019886
RP11-766F14.2,0.00099958
DAPP1,0.0062234
LAMTOR3,0.0032456
DNAJB14,0.0032456
H2AFZ,0.013956
DDIT4L,0.0014961
EMCN,0.0026013
PPP3CA,0.00030216
AP001816.1,8.8976e-05
BANK1,0.0034795
SLC39A8,0.011717
NFKB1,0.0029174
MANBA,0.0022283
UBE2D3,0.020851
CISD2,0.026762
SLC9B1,0.010278
SLC9B2,0.0081187
BDH2,0.015752
CENPE,0.0060267
TACR3,0.0082638
CXXC4,0.007196
TET2,0.018335
PPA2,0.0061527
ARHGEF38,0.006498
INTS12,0.011869
GSTCD,0.014656
NPNT,0.00059095
TBCK,0.00019619
AIMP1,0.00045878
DKK2,0.0025464
PAPSS1,0.0044114
SGMS2,0.0016229
CYP2U1,0.0018449
HADH,0.0088999
LEF1,0.00042508
RPL34,0.011826
OSTC,0.013033
ETNPPL,0.0062586
COL25A1,1.5845e-07
SEC24B,0.00024964
CCDC109B,5.4911e-06
CASP6,0.0041367
PLA2G12A,0.0041367
CFI,0.00091132
GAR1,0.004418
RRH,0.004418
LRIT3,0.004418
EGF,0.00022966
ELOVL6,6.6016e-07
ENPEP,0.0014474
PITX2,0.010884
C4orf32,0.0054137
AP1AR,0.0049024
TIFA,0.0071733
ALPK1,0.0064355
NEUROG2,0.031617
C4orf21,0.014824
LARP7,0.0015306
ANK2,4.1275e-06
CAMK2D,0.00011566
ARSJ,0.012365
UGT8,0.007979
NDST4,0.0021796
MTRNR2L13,0.00021127
TRAM1L1,0.0013783
NDST3,0.004696
PRSS12,0.0036259
METTL14,3.1557e-05
SEC24D,2.792e-05
RP11-455G16.1,0.0078637
USP53,0.010814
C4orf3,0.020649
FABP2,0.020649
PDE5A,0.0013689
MAD2L1,0.00087598
PRDM5,0.014459
NDNF,0.013108
TNIP3,0.0030537
QRFPR,0.010919
ANXA5,0.00030727
TMEM155,0.0022984
AC079341.1,0.0022984
EXOSC9,0.0036497
CCNA2,0.0025058
BBS7,0.001832
TRPC3,0.00062571
KIAA1109,0.00079792
ADAD1,0.0017748
IL2,0.0019826
IL21,0.0021036
BBS12,0.030173
FGF2,0.0010571
NUDT6,0.0033195
SPATA5,0.0043343
SPRY1,3.6581e-05
ANKRD50,0.0018293
FAT4,0.0036336
INTU,5.9116e-06
SLC25A31,1.1775e-05
HSPA4L,1.4618e-05
PLK4,0.00023394
MFSD8,0.00020093
C4orf29,0.00022051
LARP1B,1.676e-05
PGRMC2,0.00057957
JADE1,0.015566
SCLT1,0.0035785
C4orf33,0.0030725
RP11-62N21.1,0.028345
PCDH10,0.0068335
PABPC4L,0.00042829
PCDH18,0.00043145
SLC7A11,0.0019921
CCRN4L,0.0010334
ELF2,0.0023835
MGARP,0.036816
NDUFC1,0.036816
NAA15,0.036816
RAB33B,0.010228
SETD7,9.069e-05
MGST2,9.9094e-06
MAML3,7.9811e-05
SCOC,0.0023516
CLGN,0.0023516
RP11-542P2.1,0.003736
ELMOD2,0.0038855
UCP1,0.0072587
TBC1D9,7.6703e-05
RNF150,0.0018599
ZNF330,0.0062305
IL15,0.0056478
INPP4B,0.00086403
USP38,0.014401
GAB1,0.012165
SMARCA5,0.010901
FREM3,0.024921
GYPE,0.024071
GYPB,0.019395
GYPA,0.019445
HHIP,0.0022859
ANAPC10,0.021294
ABCE1,0.025871
OTUD4,0.022359
SMAD1,0.0084037
MMAA,0.0060256
ZNF827,0.00021422
LSM6,0.0046492
RP11-6L6.2,0.0046492
SLC10A7,0.001488
TTC29,0.050028
EDNRA,0.00045194
TMEM184C,0.0054947
PRMT10,0.0043787
ARHGAP10,1.324e-05
NR3C2,1.7992e-05
DCLK2,0.0006638
LRBA,0.0041622
MAB21L2,0.0030921
RPS3A,0.040042
SH3D19,0.015922
PRSS48,0.0024216
FAM160A1,0.0033491
PET112,0.00016204
FBXW7,1.9881e-05
TMEM154,0.0025686
TIGD4,0.001366
ARFIP1,1.1412e-05
FHDC1,6.8441e-05
TRIM2,0.00063363
MND1,0.021589
KIAA0922,0.00098916
TLR2,0.0098133
RNF175,0.01882
DCHS2,0.0012914
PLRG1,0.0054704
FGB,0.0044303
FGA,0.0037045
FGG,0.00065186
LRAT,0.0007984
RBM46,0.0014369
NPY2R,0.032694
MAP9,0.032571
GUCY1A3,0.002458
GUCY1B3,0.00081353
ASIC5,0.0019523
TDO2,0.0040806
CTSO,0.0070852
RP11-171N4.2,0.0017476
PDGFC,0.00097101
GLRB,0.0014607
GRIA2,0.0011074
FAM198B,0.0022408
TMEM144,0.00015969
RXFP1,0.00019762
C4orf46,0.011008
ETFDH,0.0040473
PPID,0.0039258
FNIP2,0.0036858
C4orf45,0.0057212
RAPGEF2,0.00075735
FSTL5,0.0011086
NAF1,0.0014908
NPY1R,0.001973
NPY5R,0.001973
TMA16,0.037037
MARCH1,0.0013607
TRIM61,0.0019374
FAM218A,0.0015749
TRIM60,0.013788
TMEM192,0.00025501
KLHL2,0.0030071
MSMO1,0.011341
CPE,0.0034284
TLL1,9.4944e-07
SPOCK3,0.00017365
DDX60,0.025867
DDX60L,0.0012236
PALLD,0.0037831
CBR4,0.0052724
SH3RF1,0.00032512
NEK1,0.010295
CLCN3,0.00054957
C4orf27,0.0086256
MFAP3L,0.0065158
AADAT,0.0366
GALNTL6,0.002787
GALNT7,0.0018025
HMGB2,0.008233
SAP30,0.027108
SCRG1,0.010902
HAND2,4.2011e-07
FBXO8,0.021088
CEP44,0.046323
HPGD,0.031859
GLRA3,5.231e-05
ADAM29,0.0020483
GPM6A,0.006361
WDR17,0.0020038
SPATA4,0.001848
ASB5,0.00088461
SPCS3,0.038367
VEGFC,1.8618e-05
RP11-487E13.1,0.022643
NEIL3,0.0001727
AGA,0.0031722
LINC01098,0.010829
TENM3,5.5508e-08
DCTD,0.0010085
WWC2,0.0021052
CLDN22,0.013678
CLDN24,0.010614
CDKN2AIP,0.00011415
ING2,0.00017216
RWDD4,0.00024242
TRAPPC11,0.00028631
STOX2,0.00042528
ENPP6,0.0018824
IRF2,0.00014874
CASP3,0.0046413
PRIMPOL,1.5417e-05
CENPU,0.0028829
ACSL1,0.0024999
RP11-701P16.2,0.0024999
HELT,0.020585
SLC25A4,0.00024934
KIAA1430,0.0021624
SNX25,0.0019567
LRP2BP,1.1155e-06
ANKRD37,1.2151e-06
UFSP2,0.00063564
C4orf47,0.00081682
CCDC110,0.00081682
RP11-279O9.4,0.0015731
PDLIM3,0.0013003
SORBS2,7.7658e-07
TLR3,9.1324e-05
FAM149A,0.0074731
AC110771.1,0.010386
CYP4V2,0.010386
KLKB1,0.0078588
F11,0.0066123
RP11-215A19.2,0.00016046
MTNR1A,0.00031283
FAT1,0.00039483
ZFP42,0.0033885
TRIML2,0.0030723
TRIML1,7.4266e-05
FRG1,0.009114
FRG2,0.037412
PLEKHG4B,5.8517e-05
LRRC14B,0.00029015
CCDC127,0.00029015
SDHA,0.015503
PDCD6,0.009651
AHRR,0.00051394
C5orf55,0.001331
EXOC3,0.0013259
CTD-2228K2.5,0.0020736
SLC9A3,0.001285
CEP72,0.010723
TPPP,0.0088167
AC026740.1,0.010723
ZDHHC11,0.0025433
ZDHHC11B,0.0049214
BRD9,0.0036071
TRIP13,0.0029811
RP11-661C8.3,0.00021993
NKD2,0.0021513
SLC12A7,0.0012579
SLC6A19,0.0030095
SLC6A18,0.0019586
TERT,0.0022355
CLPTM1L,0.0044351
SLC6A3,0.0057596
LPCAT1,0.0058921
MRPL36,0.00187
NDUFS6,0.00059174
IRX4,0.0021061
IRX2,0.0042046
C5orf38,0.0042046
IRX1,0.029794
ADAMTS16,6.5292e-06
KIAA0947,0.02629
MED10,0.0015434
UBE2QL1,0.00020888
NSUN2,0.0024073
SRD5A1,0.011484
PAPD7,0.014997
ADCY2,1.848e-06
C5orf49,0.002862
MTRR,0.0026262
FASTKD3,0.0065259
SEMA5A,5.7336e-07
TAS2R1,0.004499
FAM173B,0.017998
CCT5,0.010691
CMBL,0.00097468
MARCH6,0.00019489
ROPN1L,0.014832
RP11-1C1.5,0.001089
ANKRD33B,0.0054784
DAP,0.00049126
CTNND2,5.8073e-06
DNAH5,7.3613e-05
TRIO,0.00015197
FAM105A,0.0082249
FAM105B,0.010379
ANKH,0.0019016
FBXL7,0.00024825
MARCH11,0.00092607
ZNF622,0.00071683
FAM134B,7.9747e-05
MYO10,7.6851e-05
BASP1,0.00015927
CDH18,0.00050762
CDH12,0.0001287
PRDM9,0.00038666
C5orf17,0.0021357
CDH10,0.0034048
CDH9,2.0658e-05
CDH6,0.0002797
DROSHA,0.0005697
C5orf22,0.00055458
PDZD2,2.1206e-07
GOLPH3,0.011372
MTMR12,0.0015265
ZFR,0.00014653
SUB1,0.00020811
NPR3,0.0023293
AC026703.1,0.005034
TARS,0.013573
ADAMTS12,0.0010354
RXFP3,0.0074482
SLC45A2,0.0074482
AMACR,0.0074482
RP11-1084J3.4,0.00052589
C1QTNF3,0.0039305
RAI14,0.00020334
TTC23L,0.00045962
RAD1,0.0031353
BRIX1,0.0048741
DNAJC21,0.0051905
AGXT2,0.00092896
PRLR,0.0053956
AC010368.2,0.008768
SPEF2,0.00010833
IL7R,0.0022206
CAPSL,0.0026269
UGT3A1,0.0032618
UGT3A2,0.00081825
SKP2,0.036263
NADK2,0.036263
RANBP3L,0.0096262
SLC1A3,0.00037923
NIPBL,0.0030185
C5orf42,0.0049623
NUP155,0.00050365
WDR70,0.00073268
GDNF,0.0092654
EGFLAM,0.00018815
LIFR,0.0027776
OSMR,0.0025564
RICTOR,0.006035
FYB,0.026347
C9,0.007726
DAB2,0.0011798
PTGER4,0.009707
TTC33,0.013998
PRKAA1,0.013584
RPL37,0.0051493
CARD6,0.01704
C7,0.020921
MROH2B,0.0034107
C6,0.0020017
PLCXD3,2.3386e-05
OXCT1,0.020307
C5orf51,0.04628
FBXO4,0.045314
GHR,0.010087
SEPP1,0.036107
ZNF131,0.027137
NIM1K,0.0066833
HMGCS1,0.0058099
CCL28,0.0038753
C5orf28,0.029189
C5orf34,0.026344
PAIP1,0.0091797
NNT,0.01704
FGF10,0.041015
HCN1,3.7225e-05
EMB,0.017235
PARP8,0.00041065
ISL1,0.0076518
CTD-2203A3.1,0.006814
ITGA1,3.5473e-05
PELO,0.0073046
ITGA2,0.0003539
MOCS2,0.0017808
FST,0.0067005
NDUFS4,0.0047405
ARL15,9.5341e-05
HSPB3,0.00063424
SNX18,0.0067863
RP11-45H22.3,0.00040934
ESM1,0.0007083
PPAP2A,0.02616
SLC38A9,0.00037615
DDX4,0.00074208
IL31RA,0.0062343
AC008914.1,0.011587
IL6ST,0.012535
ANKRD55,0.0086142
CTC-236F12.4,0.00039529
AC022431.2,2.7734e-06
MAP3K1,0.0016056
SETD9,0.0035825
MIER3,0.0014429
GPBP1,0.0033832
ACTBL2,0.0072415
PLK2,5.6147e-05
GAPT,8.2196e-05
CTD-2117L12.1,0.0085972
RAB3C,0.00024097
PDE4D,0.00022074
FKSG52,0.0085771
DEPDC1B,0.002945
ELOVL7,0.0005537
ERCC8,0.0010818
NDUFAF2,0.00026142
AC008498.1,0.0052009
SMIM15,0.00067155
ZSWIM6,0.00071478
C5orf64,0.00093511
KIF2A,0.0079117
DIMT1,0.0063777
IPO11,0.00541
LRRC70,0.033433
HTR1A,0.022238
RNF180,0.027494
RGS7BP,0.0033313
FAM159B,0.0096527
SREK1IP1,0.00013218
CWC27,0.00079163
ADAMTS6,0.00010847
CENPK,0.0028015
PPWD1,0.0028015
TRIM23,0.005108
TRAPPC13,0.005108
CTC-534A2.2,0.005108
SGTB,0.025629
NLN,0.0014006
ERBB2IP,0.00011007
SREK1,3.5107e-05
MAST4,0.00059384
CD180,0.003414
RP11-404L6.2,0.0029955
PIK3R1,0.00076863
SLC30A5,0.013072
CCNB1,9.8507e-05
CENPH,0.00012051
MRPS36,0.00024104
CDK7,0.00046163
CCDC125,8.4764e-05
TAF9,0.00042691
RAD17,9.8009e-06
MARVELD2,5.9047e-06
OCLN,6.3579e-05
GTF2H2C,0.00051247
NAIP,0.048984
GTF2H2,0.048984
BDP1,0.029426
MCCC2,0.017472
CARTPT,0.0084905
MAP1B,0.0014218
MRPS27,0.00098598
PTCD2,0.00048601
ZNF366,0.0090139
TNPO1,0.035244
FCHO2,0.016277
TMEM171,0.00040248
TMEM174,0.0011045
FOXD1,0.00012426
BTF3,0.0012296
ANKRA2,0.048989
UTP15,0.050725
AC008387.1,0.014446
ARHGEF28,1.8907e-05
ENC1,0.00096828
HEXB,0.017406
GFM2,0.022547
NSA2,0.021451
FAM169A,0.027749
GCNT4,0.00069855
ANKRD31,0.0014824
HMGCR,0.013015
COL4A3BP,0.022145
POLK,0.022205
ANKDD1B,0.010559
POC5,0.0070076
SV2C,0.00023572
IQGAP2,3.7338e-09
F2RL2,0.0011357
F2R,0.00871
F2RL1,0.011897
S100Z,0.01066
CRHBP,0.011617
AGGF1,0.014559
ZBED3,0.010297
PDE8B,0.005294
WDR41,0.0071004
OTP,0.016446
TBCA,0.0077303
AP3B1,0.00012601
SCAMP1,0.0039604
LHFPL2,0.00033219
ARSB,0.0015499
DMGDH,0.0087353
BHMT2,0.0048893
BHMT,0.010243
AC016559.1,0.011148
JMY,0.010273
HOMER1,0.0012115
PAPD4,0.0053841
CMYA5,0.00038378
MTX3,0.019254
THBS4,0.025777
SERINC5,0.0039287
SPZ1,0.014134
ZFYVE16,0.0003497
FAM151B,0.011125
ANKRD34B,0.0045244
DHFR,0.003288
MTRNR2L2,0.0040904
MSH3,0.0013316
RASGRF2,9.1994e-05
CKMT2,0.02945
ZCCHC9,0.012353
ACOT12,1.3474e-05
SSBP2,8.8302e-06
ATG10,3.5977e-05
RPS23,2.7223e-06
ATP6AP1L,5.3941e-06
TMEM167A,0.00062053
XRCC4,0.00077991
VCAN,0.0026423
HAPLN1,0.011219
EDIL3,0.0012854
COX7C,0.0086053
AC008394.1,0.015238
RASA1,0.021805
CCNH,0.032824
TMEM161B,0.0016395
MEF2C,0.0001506
CETN3,0.0078047
MBLAC2,0.040594
POLR3G,0.005484
LYSMD3,0.0054695
GPR98,0.010399
ARRDC3,0.0073399
NR2F1,0.0011479
FAM172A,0.0040979
POU5F2,0.021216
KIAA0825,0.0013512
ANKRD32,0.0052664
MCTP1,0.0010183
FAM81B,0.015635
TTC37,0.0019729
ARSK,0.0050281
GPR150,0.0022193
RFESD,0.00079797
SPATA9,0.00079797
RHOBTB3,0.010815
GLRX,0.010815
C5orf27,0.0217
ELL2,0.027049
PCSK1,0.0037084
CAST,0.0076498
ERAP1,0.011544
CTD-2260A17.2,0.0085442
ERAP2,0.0066207
LNPEP,0.0099012
CTD-2215E18.1,0.0030599
LIX1,0.012384
RIOK2,0.0030599
RGMB,0.0085067
CHD1,0.00059473
FAM174A,0.00015235
ST8SIA4,0.0019806
SLCO4C1,0.0025081
AC008948.1,0.0033052
SLCO6A1,0.0085055
PAM,0.0031555
GIN1,0.037879
PPIP5K2,0.017228
C5orf30,0.050843
NUDT12,0.010123
EFNA5,1.8874e-05
FBXL17,5.8978e-05
FER,0.0018824
PJA2,0.003758
MAN2A1,5.9109e-05
AC011366.3,6.3762e-05
TMEM232,0.005603
SLC25A46,0.0057665
TSLP,0.00081892
WDR36,0.00019504
CAMK4,0.0046187
STARD4,0.0012433
NREP,2.0575e-05
EPB41L4A,0.00074807
EPB41L4A-AS2,0.0028387
APC,0.0071776
CTC-554D6.1,0.01569
CTC-487M23.8,0.0054162
SRP19,0.01569
REEP5,0.0086007
ZRSR1,0.030724
DCP2,0.0057622
MCC,0.00024111
TSSK1B,0.021499
YTHDC2,0.0296
KCNN2,0.0024728
TRIM36,0.009061
PGGT1B,0.0067379
CCDC112,0.015107
FEM1C,0.027147
TMED7-TICAM2,0.010825
TICAM2,0.010825
TMED7,0.010825
CDO1,0.0053588
ATG12,0.002485
AP3S1,0.0064129
